Timestamp,EngSpeed,EngTemp,IdleRunning,PetrolLevel,EngForce,EngPower,SleepInd
1970-01-01 00:00:02.950464000,105.78218841552734,,,,675.0,,
1970-01-01 00:00:03.000234000,121.0,0.0,Running,13.0,750.0,15.0,
1970-01-01 00:00:03.000462000,120.65678405761719,,,,750.0,,
1970-01-01 00:00:03.050234000,136.0,0.0,Running,13.0,825.0,16.5,
1970-01-01 00:00:03.050466000,136.23318481445312,,,,825.0,,
1970-01-01 00:00:03.100236000,153.0,0.0,Running,14.0,825.0,16.5,
1970-01-01 00:00:03.100466000,153.21438598632812,,,,825.0,,
1970-01-01 00:00:03.150236000,172.0,0.0,Running,14.0,900.0,18.0,
1970-01-01 00:00:03.150466000,171.6002197265625,,,,900.0,,
1970-01-01 00:00:03.200236000,191.0,0.0,Running,14.0,975.0,19.5,
1970-01-01 00:00:03.200468000,190.6873779296875,,,,975.0,,
1970-01-01 00:00:03.250238000,211.0,0.0,Running,15.0,975.0,19.5,
1970-01-01 00:00:03.250466000,211.17880249023438,,,,975.0,,
1970-01-01 00:00:03.300234000,233.0,24.0,Running,15.0,1050.0,21.0,
1970-01-01 00:00:03.300468000,233.0742950439453,,,,1050.0,,
1970-01-01 00:00:03.305859000,,,,,,,0.0
1970-01-01 00:00:03.350238000,256.0,24.0,Running,16.0,1125.0,22.5,
1970-01-01 00:00:03.350468000,255.67050170898438,,,,1125.0,,
1970-01-01 00:00:03.400238000,280.0,24.0,Running,16.0,1125.0,22.5,
1970-01-01 00:00:03.400468000,279.6703186035156,,,,1125.0,,
1970-01-01 00:00:03.450236000,305.0,24.0,Running,16.0,1200.0,24.0,
1970-01-01 00:00:03.450466000,305.0735168457031,,,,1200.0,,
1970-01-01 00:00:03.500236000,331.0,24.0,Running,17.0,1275.0,25.5,
1970-01-01 00:00:03.500468000,331.1766662597656,,,,1275.0,,
1970-01-01 00:00:03.550234000,359.0,24.0,Running,17.0,1275.0,25.5,
1970-01-01 00:00:03.550466000,358.6826171875,,,,1275.0,,
1970-01-01 00:00:03.600232000,388.0,24.0,Running,18.0,1350.0,27.0,
1970-01-01 00:00:03.600464000,387.5910949707031,,,,1350.0,,
1970-01-01 00:00:03.650232000,417.0,24.0,Running,18.0,1425.0,28.5,
1970-01-01 00:00:03.650464000,417.1986083984375,,,,1425.0,,
1970-01-01 00:00:03.700236000,448.0,24.0,Running,18.0,1425.0,28.5,
1970-01-01 00:00:03.700470000,448.2080078125,,,,1425.0,,
1970-01-01 00:00:03.750232000,481.0,24.0,Running,19.0,1500.0,30.0,
1970-01-01 00:00:03.750466000,480.6188659667969,,,,1500.0,,
1970-01-01 00:00:03.800236000,514.0,24.0,Running,19.0,1575.0,31.5,
1970-01-01 00:00:03.800470000,513.7276611328125,,,,1575.0,,
1970-01-01 00:00:03.850236000,548.0,24.0,Running,19.0,1575.0,31.5,
1970-01-01 00:00:03.850474000,548.2371826171875,,,,1575.0,,
1970-01-01 00:00:03.900234000,584.0,24.0,Running,20.0,1650.0,33.0,
1970-01-01 00:00:03.900464000,584.1469116210938,,,,1650.0,,
1970-01-01 00:00:03.906193000,,,,,,,0.0
1970-01-01 00:00:03.950234000,621.0,24.0,Running,20.0,1725.0,34.5,
1970-01-01 00:00:03.950468000,620.7533569335938,,,,1725.0,,
1970-01-01 00:00:04.000234000,659.0,24.0,Running,20.0,1725.0,34.5,
1970-01-01 00:00:04.000466000,658.7590942382812,,,,1725.0,,
1970-01-01 00:00:04.050232000,698.0,24.0,Running,21.0,1800.0,36.0,
1970-01-01 00:00:04.050462000,698.1636352539062,,,,1800.0,,
1970-01-01 00:00:04.100234000,738.0,24.0,Running,21.0,1875.0,37.5,
1970-01-01 00:00:04.100468000,738.2633056640625,,,,1875.0,,
1970-01-01 00:00:04.150236000,780.0,24.0,Running,21.0,1875.0,37.5,
1970-01-01 00:00:04.150468000,779.7607421875,,,,1875.0,,
1970-01-01 00:00:04.200236000,823.0,24.0,Running,22.0,1950.0,39.0,
1970-01-01 00:00:04.200468000,822.6552124023438,,,,1950.0,,
1970-01-01 00:00:04.250236000,866.0,24.0,Running,22.0,2025.0,40.5,
1970-01-01 00:00:04.250470000,866.2431030273438,,,,2025.0,,
1970-01-01 00:00:04.300238000,911.0,26.0,Running,22.0,2025.0,40.5,
1970-01-01 00:00:04.300470000,911.226806640625,,,,2025.0,,
1970-01-01 00:00:04.350238000,958.0,26.0,Running,22.0,2100.0,42.0,
1970-01-01 00:00:04.350470000,957.605712890625,,,,2100.0,,
1970-01-01 00:00:04.400234000,1005.0,26.0,Running,23.0,2175.0,43.5,
1970-01-01 00:00:04.400468000,1004.6759033203125,,,,2175.0,,
1970-01-01 00:00:04.450240000,1053.0,26.0,Running,23.0,2175.0,43.5,
1970-01-01 00:00:04.450476000,1053.139892578125,,,,2175.0,,
1970-01-01 00:00:04.500233999,1103.0,26.0,Running,23.0,2250.0,45.0,
1970-01-01 00:00:04.500465999,1102.9967041015625,,,,2250.0,,
1970-01-01 00:00:04.506526999,,,,,,,0.0
1970-01-01 00:00:04.550234000,1154.0,26.0,Running,24.0,2325.0,46.5,
1970-01-01 00:00:04.550466000,1153.5426025390625,,,,2325.0,,
1970-01-01 00:00:04.600230000,1205.0,26.0,Running,24.0,2325.0,46.5,
1970-01-01 00:00:04.600462000,1205.4796142578125,,,,2325.0,,
1970-01-01 00:00:04.650232000,1259.0,26.0,Running,24.0,2400.0,48.0,
1970-01-01 00:00:04.650464000,1258.8072509765625,,,,2400.0,,
1970-01-01 00:00:04.700230000,1313.0,26.0,Running,24.0,2475.0,49.5,
1970-01-01 00:00:04.700460000,1312.821044921875,,,,2475.0,,
1970-01-01 00:00:04.750228000,1368.0,26.0,Running,25.0,2475.0,49.5,
1970-01-01 00:00:04.750462000,1368.223388671875,,,,2475.0,,
1970-01-01 00:00:04.800238000,1425.0,26.0,Running,25.0,2550.0,51.0,
1970-01-01 00:00:04.800472000,1425.013427734375,,,,2550.0,,
1970-01-01 00:00:04.850232000,1482.0,26.0,Running,25.0,2625.0,52.5,
1970-01-01 00:00:04.850466000,1482.4866943359375,,,,2625.0,,
1970-01-01 00:00:04.900236000,1541.0,26.0,Running,25.0,2625.0,52.5,
1970-01-01 00:00:04.900472000,1541.3453369140625,,,,2625.0,,
1970-01-01 00:00:04.950232000,1602.0,26.0,Running,26.0,2700.0,54.0,
1970-01-01 00:00:04.950464000,1601.5885009765625,,,,2700.0,,
1970-01-01 00:00:05.000232000,1663.0,26.0,Running,26.0,2775.0,55.5,
1970-01-01 00:00:05.000462000,1662.511474609375,,,,2775.0,,
1970-01-01 00:00:05.050228000,1725.0,26.0,Running,26.0,2775.0,55.5,
1970-01-01 00:00:05.050460000,1724.816650390625,,,,2775.0,,
1970-01-01 00:00:05.100234000,1789.0,26.0,Running,26.0,2850.0,57.0,
1970-01-01 00:00:05.100468000,1788.50244140625,,,,2850.0,,
1970-01-01 00:00:05.106861000,,,,,,,0.0
1970-01-01 00:00:05.150234000,1853.0,26.0,Running,27.0,2925.0,58.5,
1970-01-01 00:00:05.150466000,1852.8646240234375,,,,2925.0,,
1970-01-01 00:00:05.200230000,1919.0,26.0,Running,27.0,2925.0,58.5,
1970-01-01 00:00:05.200464000,1918.60498046875,,,,2925.0,,
1970-01-01 00:00:05.250234000,1986.0,26.0,Running,27.0,3000.0,60.0,
1970-01-01 00:00:05.250468000,1985.7220458984375,,,,3000.0,,
1970-01-01 00:00:05.300240000,2054.0,30.0,Running,27.0,3075.0,61.5,
1970-01-01 00:00:05.300478000,2053.511474609375,,,,3075.0,,
1970-01-01 00:00:05.350236000,2123.0,30.0,Running,27.0,3075.0,61.5,
1970-01-01 00:00:05.350470000,2122.6748046875,,,,3075.0,,
1970-01-01 00:00:05.400234000,2193.0,30.0,Running,28.0,3150.0,63.0,
1970-01-01 00:00:05.400468000,2193.210693359375,,,,3150.0,,
1970-01-01 00:00:05.450234000,2264.0,30.0,Running,28.0,3225.0,64.5,
1970-01-01 00:00:05.450466000,2264.4140625,,,,3225.0,,
1970-01-01 00:00:05.500232000,2337.0,30.0,Running,28.0,3225.0,64.5,
1970-01-01 00:00:05.500465999,2336.98681640625,,,,3225.0,,
1970-01-01 00:00:05.550234000,2411.0,30.0,Running,28.0,3300.0,66.0,
1970-01-01 00:00:05.550464000,2410.927490234375,,,,3300.0,,
1970-01-01 00:00:05.600230000,2486.0,30.0,Running,29.0,3375.0,67.5,
1970-01-01 00:00:05.600464000,2485.53076171875,,,,3375.0,,
1970-01-01 00:00:05.650236000,2561.0,30.0,Running,29.0,3375.0,67.5,
1970-01-01 00:00:05.650468000,2561.498291015625,,,,3375.0,,
1970-01-01 00:00:05.700236000,2639.0,30.0,Running,29.0,3450.0,69.0,
1970-01-01 00:00:05.700468000,2638.828369140625,,,,3450.0,,
1970-01-01 00:00:05.707195000,,,,,,,0.0
1970-01-01 00:00:05.750228000,2717.0,30.0,Running,29.0,3525.0,70.5,
1970-01-01 00:00:05.750458000,2716.815673828125,,,,3525.0,,
1970-01-01 00:00:05.800232000,2796.0,30.0,Running,29.0,3525.0,70.5,
1970-01-01 00:00:05.800464000,2796.161865234375,,,,3525.0,,
1970-01-01 00:00:05.850238000,2877.0,30.0,Running,30.0,3600.0,72.0,
1970-01-01 00:00:05.850470000,2876.86474609375,,,,3600.0,,
1970-01-01 00:00:05.900234000,2958.0,30.0,Running,30.0,3675.0,73.5,
1970-01-01 00:00:05.900466000,2958.21923828125,,,,3675.0,,
1970-01-01 00:00:05.950230000,3041.0,30.0,Running,30.0,3675.0,73.5,
1970-01-01 00:00:05.950460000,3040.926513671875,,,,3675.0,,
1970-01-01 00:00:06.000234000,3125.0,30.0,Running,30.0,3750.0,75.0,
1970-01-01 00:00:06.000466000,3124.984375,,,,3750.0,,
1970-01-01 00:00:06.050232000,3210.0,30.0,Running,31.0,3825.0,76.5,
1970-01-01 00:00:06.050466000,3209.687744140625,,,,3825.0,,
1970-01-01 00:00:06.100232000,3296.0,30.0,Running,31.0,3825.0,76.5,
1970-01-01 00:00:06.100464000,3295.737060546875,,,,3825.0,,
1970-01-01 00:00:06.150238000,3383.0,30.0,Running,31.0,3900.0,78.0,
1970-01-01 00:00:06.150468000,3383.130615234375,,,,3900.0,,
1970-01-01 00:00:06.200232000,3471.0,30.0,Running,31.0,3975.0,79.5,
1970-01-01 00:00:06.200466000,3471.16259765625,,,,3975.0,,
1970-01-01 00:00:06.250232000,3561.0,30.0,Running,31.0,3975.0,79.5,
1970-01-01 00:00:06.250466000,3560.53369140625,,,,3975.0,,
1970-01-01 00:00:06.300236000,3651.0,32.0,Running,32.0,4050.0,81.0,
1970-01-01 00:00:06.300470000,3651.241943359375,,,,4050.0,,
1970-01-01 00:00:06.307529000,,,,,,,0.0
1970-01-01 00:00:06.350236000,3743.0,32.0,Running,32.0,4125.0,82.5,
1970-01-01 00:00:06.350464000,3742.5810546875,,,,4125.0,,
1970-01-01 00:00:06.400234000,3835.0,32.0,Running,32.0,4125.0,82.5,
1970-01-01 00:00:06.400464000,3835.252197265625,,,,4125.0,,
1970-01-01 00:00:06.450234000,3929.0,32.0,Running,32.0,4200.0,84.0,
1970-01-01 00:00:06.450466000,3929.25244140625,,,,4200.0,,
1970-01-01 00:00:06.500232000,4024.0,32.0,Running,32.0,4275.0,85.5,
1970-01-01 00:00:06.500461999,4023.8759765625,,,,4275.0,,
1970-01-01 00:00:06.550238000,4120.0,32.0,Running,33.0,4275.0,85.5,
1970-01-01 00:00:06.550468000,4119.8232421875,,,,4275.0,,
1970-01-01 00:00:06.600232000,4217.0,32.0,Running,33.0,4350.0,87.0,
1970-01-01 00:00:06.600462000,4217.091796875,,,,4350.0,,
1970-01-01 00:00:06.650230000,4315.0,32.0,Running,33.0,4425.0,88.5,
1970-01-01 00:00:06.650458000,4314.97509765625,,,,4425.0,,
1970-01-01 00:00:06.700230000,4414.0,32.0,Running,33.0,4425.0,88.5,
1970-01-01 00:00:06.700458000,4414.173828125,,,,4425.0,,
1970-01-01 00:00:06.750232000,4515.0,32.0,Running,33.0,4500.0,90.0,
1970-01-01 00:00:06.750460000,4514.68505859375,,,,4500.0,,
1970-01-01 00:00:06.800230000,4538.0,32.0,Running,34.0,375.0,7.5,
1970-01-01 00:00:06.800462000,4538.12939453125,,,,375.0,,
1970-01-01 00:00:06.850236000,3633.0,32.0,Running,34.0,270.0,7.5,
1970-01-01 00:00:06.850466000,3632.602783203125,,,,270.0,,
1970-01-01 00:00:06.900238000,3634.0,32.0,Running,34.0,270.0,7.5,
1970-01-01 00:00:06.900470000,3633.913330078125,,,,270.0,,
1970-01-01 00:00:06.907863000,,,,,,,0.0
1970-01-01 00:00:06.950238000,3635.0,32.0,Running,34.0,270.0,7.5,
1970-01-01 00:00:06.950468000,3635.222412109375,,,,270.0,,
1970-01-01 00:00:07.000236000,3637.0,32.0,Running,34.0,270.0,7.5,
1970-01-01 00:00:07.000470000,3636.530517578125,,,,270.0,,
1970-01-01 00:00:07.050236000,3638.0,32.0,Running,34.0,270.0,7.5,
1970-01-01 00:00:07.050466000,3637.837158203125,,,,270.0,,
1970-01-01 00:00:07.100232000,3639.0,32.0,Running,35.0,270.0,7.5,
1970-01-01 00:00:07.100462000,3639.142578125,,,,270.0,,
1970-01-01 00:00:07.150236000,3640.0,32.0,Running,35.0,270.0,7.5,
1970-01-01 00:00:07.150468000,3640.446533203125,,,,270.0,,
1970-01-01 00:00:07.200234000,3642.0,32.0,Running,35.0,324.0,9.0,
1970-01-01 00:00:07.200468000,3641.951904296875,,,,324.0,,
1970-01-01 00:00:07.250236000,3644.0,32.0,Running,35.0,324.0,9.0,
1970-01-01 00:00:07.250471999,3644.265380859375,,,,324.0,,
1970-01-01 00:00:07.300234000,3647.0,36.0,Running,35.0,378.0,10.5,
1970-01-01 00:00:07.300468000,3647.386474609375,,,,378.0,,
1970-01-01 00:00:07.350232000,3651.0,36.0,Running,36.0,432.0,12.0,
1970-01-01 00:00:07.350462000,3650.909423828125,,,,432.0,,
1970-01-01 00:00:07.400234000,3655.0,36.0,Running,36.0,432.0,12.0,
1970-01-01 00:00:07.400466000,3655.23828125,,,,432.0,,
1970-01-01 00:00:07.450236000,3660.0,36.0,Running,36.0,486.0,13.5,
1970-01-01 00:00:07.450468000,3660.372802734375,,,,486.0,,
1970-01-01 00:00:07.500236000,3666.0,36.0,Running,36.0,540.0,15.0,
1970-01-01 00:00:07.500472000,3665.9072265625,,,,540.0,,
1970-01-01 00:00:07.508198999,,,,,,,1.0
1970-01-01 00:00:07.550234000,3672.0,36.0,Running,36.0,540.0,15.0,
1970-01-01 00:00:07.550472000,3672.24560546875,,,,540.0,,
1970-01-01 00:00:07.600234000,3679.0,36.0,Running,36.0,594.0,16.5,
1970-01-01 00:00:07.600466000,3679.3876953125,,,,594.0,,
1970-01-01 00:00:07.650232000,3687.0,36.0,Running,37.0,648.0,18.0,
1970-01-01 00:00:07.650462000,3686.927734375,,,,648.0,,
1970-01-01 00:00:07.700234000,3695.0,36.0,Running,37.0,648.0,18.0,
1970-01-01 00:00:07.700466000,3695.269775390625,,,,648.0,,
1970-01-01 00:00:07.750234000,3704.0,36.0,Running,37.0,702.0,19.5,
1970-01-01 00:00:07.750464000,3704.413330078125,,,,702.0,,
1970-01-01 00:00:07.800236000,3714.0,36.0,Running,37.0,756.0,21.0,
1970-01-01 00:00:07.800472000,3713.952880859375,,,,756.0,,
1970-01-01 00:00:07.850236000,3724.0,36.0,Running,37.0,756.0,21.0,
1970-01-01 00:00:07.850466000,3724.29248046875,,,,756.0,,
1970-01-01 00:00:07.900232000,3735.0,36.0,Running,37.0,810.0,22.5,
1970-01-01 00:00:07.900460000,3735.431640625,,,,810.0,,
1970-01-01 00:00:07.950234000,3747.0,36.0,Running,38.0,864.0,24.0,
1970-01-01 00:00:07.950464000,3746.96435546875,,,,864.0,,
1970-01-01 00:00:08.000232000,3759.0,36.0,Running,38.0,864.0,24.0,
1970-01-01 00:00:08.000464000,3759.29541015625,,,,864.0,,
1970-01-01 00:00:08.050234000,3772.0,36.0,Running,38.0,918.0,25.5,
1970-01-01 00:00:08.050466000,3772.423583984375,,,,918.0,,
1970-01-01 00:00:08.100232000,3786.0,36.0,Running,38.0,972.0,27.0,
1970-01-01 00:00:08.100466000,3785.943603515625,,,,972.0,,
1970-01-01 00:00:08.108535000,,,,,,,1.0
1970-01-01 00:00:08.150234000,3800.0,36.0,Running,38.0,972.0,27.0,
1970-01-01 00:00:08.150466000,3800.259521484375,,,,972.0,,
1970-01-01 00:00:08.200234000,3815.0,36.0,Running,38.0,1026.0,28.5,
1970-01-01 00:00:08.200464000,3815.37060546875,,,,1026.0,,
1970-01-01 00:00:08.250234000,3831.0,36.0,Running,39.0,1080.0,30.0,
1970-01-01 00:00:08.250464000,3830.871337890625,,,,1080.0,,
1970-01-01 00:00:08.300232000,3847.0,38.0,Running,39.0,1080.0,30.0,
1970-01-01 00:00:08.300466000,3847.165771484375,,,,1080.0,,
1970-01-01 00:00:08.350236000,3864.0,38.0,Running,39.0,1134.0,31.5,
1970-01-01 00:00:08.350468000,3864.25341796875,,,,1134.0,,
1970-01-01 00:00:08.400236000,3882.0,38.0,Running,39.0,1188.0,33.0,
1970-01-01 00:00:08.400466000,3881.728271484375,,,,1188.0,,
1970-01-01 00:00:08.450238000,3900.0,38.0,Running,39.0,1188.0,33.0,
1970-01-01 00:00:08.450470000,3899.99462890625,,,,1188.0,,
1970-01-01 00:00:08.500232000,3919.0,38.0,Running,39.0,1242.0,34.5,
1970-01-01 00:00:08.500465999,3919.0517578125,,,,1242.0,,
1970-01-01 00:00:08.550236000,3938.0,38.0,Running,40.0,1296.0,36.0,
1970-01-01 00:00:08.550470000,3938.493896484375,,,,1296.0,,
1970-01-01 00:00:08.600234000,3959.0,38.0,Running,40.0,1296.0,36.0,
1970-01-01 00:00:08.600464000,3958.725341796875,,,,1296.0,,
1970-01-01 00:00:08.650232000,3980.0,38.0,Running,40.0,1350.0,37.5,
1970-01-01 00:00:08.650460000,3979.7451171875,,,,1350.0,,
1970-01-01 00:00:08.700236000,4001.0,38.0,Running,40.0,1404.0,39.0,
1970-01-01 00:00:08.700464000,4001.147705078125,,,,1404.0,,
1970-01-01 00:00:08.708871000,,,,,,,1.0
1970-01-01 00:00:08.750236000,4023.0,38.0,Running,40.0,1404.0,39.0,
1970-01-01 00:00:08.750464000,4023.3369140625,,,,1404.0,,
1970-01-01 00:00:08.800236000,4046.0,38.0,Running,40.0,1458.0,40.5,
1970-01-01 00:00:08.800472000,4046.312255859375,,,,1458.0,,
1970-01-01 00:00:08.850234000,4070.0,38.0,Running,40.0,1512.0,42.0,
1970-01-01 00:00:08.850470000,4069.66796875,,,,1512.0,,
1970-01-01 00:00:08.900236000,4094.0,38.0,Running,41.0,1512.0,42.0,
1970-01-01 00:00:08.900470000,4093.807861328125,,,,1512.0,,
1970-01-01 00:00:08.950236000,4119.0,38.0,Running,41.0,1566.0,43.5,
1970-01-01 00:00:08.950468000,4118.7314453125,,,,1566.0,,
1970-01-01 00:00:09.000236000,4144.0,38.0,Running,41.0,1620.0,45.0,
1970-01-01 00:00:09.000468000,4144.0322265625,,,,1620.0,,
1970-01-01 00:00:09.050234000,4170.0,38.0,Running,41.0,1620.0,45.0,
1970-01-01 00:00:09.050466000,4170.115234375,,,,1620.0,,
1970-01-01 00:00:09.100232000,4197.0,38.0,Running,41.0,1674.0,46.5,
1970-01-01 00:00:09.100462000,4196.97900390625,,,,1674.0,,
1970-01-01 00:00:09.150238000,4224.0,38.0,Running,41.0,1728.0,48.0,
1970-01-01 00:00:09.150474000,4224.2177734375,,,,1728.0,,
1970-01-01 00:00:09.200236000,4252.0,38.0,Running,42.0,1728.0,48.0,
1970-01-01 00:00:09.200472000,4252.23583984375,,,,1728.0,,
1970-01-01 00:00:09.250232000,4281.0,38.0,Running,42.0,1782.0,49.5,
1970-01-01 00:00:09.250462000,4281.0322265625,,,,1782.0,,
1970-01-01 00:00:09.300234000,4310.0,42.0,Running,42.0,1836.0,51.0,
1970-01-01 00:00:09.300464000,4310.2001953125,,,,1836.0,,
1970-01-01 00:00:09.309207000,,,,,,,1.0
1970-01-01 00:00:09.350236000,4340.0,42.0,Running,42.0,1836.0,51.0,
1970-01-01 00:00:09.350466000,4340.14501953125,,,,1836.0,,
1970-01-01 00:00:09.400232000,4371.0,42.0,Running,42.0,1890.0,52.5,
1970-01-01 00:00:09.400460000,4370.865234375,,,,1890.0,,
1970-01-01 00:00:09.450232000,4402.0,42.0,Running,42.0,1944.0,54.0,
1970-01-01 00:00:09.450464000,4401.95458984375,,,,1944.0,,
1970-01-01 00:00:09.500229999,4434.0,42.0,Running,42.0,1944.0,54.0,
1970-01-01 00:00:09.500460000,4433.8173828125,,,,1944.0,,
1970-01-01 00:00:09.550228000,4466.0,42.0,Running,43.0,1998.0,55.5,
1970-01-01 00:00:09.550460000,4466.45263671875,,,,1998.0,,
1970-01-01 00:00:09.600232000,4499.0,42.0,Running,43.0,2052.0,57.0,
1970-01-01 00:00:09.600468000,4499.45458984375,,,,2052.0,,
1970-01-01 00:00:09.650234000,4533.0,42.0,Running,43.0,2052.0,57.0,
1970-01-01 00:00:09.650466000,4533.2265625,,,,2052.0,,
1970-01-01 00:00:09.700230000,4568.0,42.0,Running,43.0,2106.0,58.5,
1970-01-01 00:00:09.700464000,4567.76806640625,,,,2106.0,,
1970-01-01 00:00:09.750234000,4603.0,42.0,Running,43.0,2160.0,60.0,
1970-01-01 00:00:09.750466000,4602.6728515625,,,,2160.0,,
1970-01-01 00:00:09.800232000,4638.0,42.0,Running,43.0,2160.0,60.0,
1970-01-01 00:00:09.800466000,4638.3447265625,,,,2160.0,,
1970-01-01 00:00:09.850230000,4675.0,42.0,Running,44.0,2214.0,61.5,
1970-01-01 00:00:09.850460000,4674.78271484375,,,,2214.0,,
1970-01-01 00:00:09.900232000,4712.0,42.0,Running,44.0,2268.0,63.0,
1970-01-01 00:00:09.900464000,4711.58056640625,,,,2268.0,,
1970-01-01 00:00:09.909543000,,,,,,,1.0
1970-01-01 00:00:09.950234000,4749.0,42.0,Running,44.0,2268.0,63.0,
1970-01-01 00:00:09.950466000,4749.142578125,,,,2268.0,,
1970-01-01 00:00:10.000232000,4787.0,42.0,Running,44.0,2322.0,64.5,
1970-01-01 00:00:10.000464000,4787.46728515625,,,,2322.0,,
1970-01-01 00:00:10.050230000,4826.0,42.0,Running,44.0,2376.0,66.0,
1970-01-01 00:00:10.050462000,4826.14892578125,,,,2376.0,,
1970-01-01 00:00:10.100232000,4866.0,42.0,Running,44.0,2376.0,66.0,
1970-01-01 00:00:10.100464000,4865.5908203125,,,,2376.0,,
1970-01-01 00:00:10.150232000,4906.0,42.0,Running,44.0,2430.0,67.5,
1970-01-01 00:00:10.150460000,4905.7919921875,,,,2430.0,,
1970-01-01 00:00:10.200234000,4946.0,42.0,Running,45.0,2484.0,69.0,
1970-01-01 00:00:10.200462000,4946.34619140625,,,,2484.0,,
1970-01-01 00:00:10.250238000,4988.0,42.0,Running,45.0,2484.0,69.0,
1970-01-01 00:00:10.250466000,4987.6572265625,,,,2484.0,,
1970-01-01 00:00:10.300228000,5030.0,44.0,Running,45.0,2538.0,70.5,
1970-01-01 00:00:10.300458000,5029.7236328125,,,,2538.0,,
1970-01-01 00:00:10.350232000,5072.0,44.0,Running,45.0,2592.0,72.0,
1970-01-01 00:00:10.350466000,5072.1396484375,,,,2592.0,,
1970-01-01 00:00:10.400232000,5115.0,44.0,Running,45.0,2592.0,72.0,
1970-01-01 00:00:10.400464000,5115.30908203125,,,,2592.0,,
1970-01-01 00:00:10.450232000,5159.0,44.0,Running,45.0,2646.0,73.5,
1970-01-01 00:00:10.450462000,5159.22998046875,,,,2646.0,,
1970-01-01 00:00:10.500229999,5203.0,44.0,Running,45.0,2700.0,75.0,
1970-01-01 00:00:10.500461999,5203.49609375,,,,2700.0,,
1970-01-01 00:00:10.509879000,,,,,,,1.0
1970-01-01 00:00:10.550232000,5249.0,44.0,Running,45.0,2700.0,75.0,
1970-01-01 00:00:10.550464000,5248.51171875,,,,2700.0,,
1970-01-01 00:00:10.600230000,5294.0,44.0,Running,45.0,2754.0,76.5,
1970-01-01 00:00:10.600462000,5294.275390625,,,,2754.0,,
1970-01-01 00:00:10.650236000,5340.0,44.0,Running,45.0,2808.0,78.0,
1970-01-01 00:00:10.650468000,5340.38037109375,,,,2808.0,,
1970-01-01 00:00:10.700234000,5387.0,44.0,Running,45.0,2808.0,78.0,
1970-01-01 00:00:10.700462000,5387.23046875,,,,2808.0,,
1970-01-01 00:00:10.750232000,5435.0,44.0,Running,45.0,2862.0,79.5,
1970-01-01 00:00:10.750464000,5434.82421875,,,,2862.0,,
1970-01-01 00:00:10.800232000,5483.0,44.0,Running,45.0,2916.0,81.0,
1970-01-01 00:00:10.800462000,5482.7548828125,,,,2916.0,,
1970-01-01 00:00:10.850236000,5531.0,44.0,Running,45.0,2916.0,81.0,
1970-01-01 00:00:10.850466000,5531.4267578125,,,,2916.0,,
1970-01-01 00:00:10.900230000,5581.0,44.0,Running,45.0,2970.0,82.5,
1970-01-01 00:00:10.900458000,5580.837890625,,,,2970.0,,
1970-01-01 00:00:10.950234000,5631.0,44.0,Running,45.0,3024.0,84.0,
1970-01-01 00:00:10.950464000,5630.58203125,,,,3024.0,,
1970-01-01 00:00:11.000234000,5681.0,44.0,Running,45.0,3024.0,84.0,
1970-01-01 00:00:11.000466000,5681.0625,,,,3024.0,,
